zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00197,BOT-BR-0069,matched_source_id,BOT-BR-0069:Café arábica — Paraíso MG H419-1,Café arábica — Paraíso MG H419-1,Café arábica — Paraíso MG H419-1,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,198
BRWM-00198,BOT-BR-0069,matched_source_id,BOT-BR-0069:Café arábica — Paraíso MG H419-1,Café arábica — Paraíso MG H419-1,Café arábica — Paraíso MG H419-1,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,199
BRWM-00199,BOT-BR-0070,matched_source_id,BOT-BR-0070:Café arábica — Rubi MG 1192,Café arábica — Rubi MG 1192,Café arábica — Rubi MG 1192,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,200
BRWM-00200,BOT-BR-0070,matched_source_id,BOT-BR-0070:Café arábica — Rubi MG 1192,Café arábica — Rubi MG 1192,Café arábica — Rubi MG 1192,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,201
BRWM-00201,BOT-BR-0071,matched_source_id,BOT-BR-0071:Café arábica — Sabiá,Café arábica — Sabiá,Café arábica — Sabiá,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,202
BRWM-00202,BOT-BR-0071,matched_source_id,BOT-BR-0071:Café arábica — Sabiá,Café arábica — Sabiá,Café arábica — Sabiá,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,203
BRWM-00203,BOT-BR-0072,matched_source_id,BOT-BR-0072:Café arábica — Topázio MG 1190,Café arábica — Topázio MG 1190,Café arábica — Topázio MG 1190,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,204
BRWM-00204,BOT-BR-0072,matched_source_id,BOT-BR-0072:Café arábica — Topázio MG 1190,Café arábica — Topázio MG 1190,Café arábica — Topázio MG 1190,Shrub,,,Brazil,Highland mild;Subtropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,altitude;well-drained slopes,Cultivated,Brazil_Working_Master,205
BRWM-00205,BOT-BR-0073,matched_source_id,BOT-BR-0073:Café canéfora / conilon,Café canéfora / conilon,Café canéfora / conilon,Shrub,,,Brazil,Managed tropical humid,,Widely cultivated in Brazil,,,Well-drained;managed fertility,,,Warm lowland managed plantations,,,,,,,Coffee plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon transition,warm lowland;managed irrigation,Cultivated / managed,Brazil_Working_Master,206
BRWM-00206,BOT-BR-0073,matched_source_id,BOT-BR-0073:Café canéfora / conilon,Café canéfora / conilon,Café canéfora / conilon,Shrub,,,Brazil,Managed tropical humid,,Widely cultivated in Brazil,,,Well-drained;managed fertility,,,Warm lowland managed plantations,,,,,,,Coffee plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,warm lowland;managed irrigation,Cultivated orchard,Brazil_Working_Master,207
BRWM-00207,BOT-BR-0073,matched_source_id,BOT-BR-0073:Café canéfora / conilon,Café canéfora / conilon,Café canéfora / conilon,Shrub,,,Brazil,Managed tropical humid,,Widely cultivated in Brazil,,,Well-drained;managed fertility,,,Warm lowland managed plantations,,,,,,,Coffee plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,warm lowland;managed irrigation,Cultivated orchard,Brazil_Working_Master,208
BRWM-00208,BOT-BR-0074,matched_source_id,BOT-BR-0074:Cagaita,Cagaita,Cagaita,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained savanna soils,Cultivated orchard,Brazil_Working_Master,209
BRWM-00209,BOT-BR-0074,matched_source_id,BOT-BR-0074:Cagaita,Cagaita,Cagaita,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained savanna soils,Cultivated orchard,Brazil_Working_Master,210
BRWM-00210,BOT-BR-0075,matched_source_id,BOT-BR-0075:Caju,Caju,Caju,Tree,,,Brazil,Tropical semiarid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,orchard;agroforestry;well-drained,Cultivated orchard,Brazil_Working_Master,211
BRWM-00211,BOT-BR-0075,matched_source_id,BOT-BR-0075:Caju,Caju,Caju,Tree,,,Brazil,Tropical semiarid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,orchard;agroforestry;well-drained,Cultivated orchard,Brazil_Working_Master,212
BRWM-00212,BOT-BR-0076,matched_source_id,BOT-BR-0076:Cajá,Cajá,Cajá,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid tropical;full sun,Cultivated orchard,Brazil_Working_Master,213
BRWM-00213,BOT-BR-0076,matched_source_id,BOT-BR-0076:Cajá,Cajá,Cajá,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid tropical;full sun,Cultivated orchard,Brazil_Working_Master,214
BRWM-00214,BOT-BR-0077,matched_source_id,BOT-BR-0077:Cambuci,Cambuci,Cambuci,Tree,,,Brazil,Atlantic humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid uplands;well-drained,Cultivated orchard,Brazil_Working_Master,215
BRWM-00215,BOT-BR-0077,matched_source_id,BOT-BR-0077:Cambuci,Cambuci,Cambuci,Tree,,,Brazil,Atlantic humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,humid uplands;well-drained,Cultivated orchard,Brazil_Working_Master,216
BRWM-00216,BOT-BR-0078,matched_source_id,BOT-BR-0078:Cambucá,Cambucá,Cambucá,Tree,,,Brazil,Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid Atlantic forest orchard,Cultivated orchard,Brazil_Working_Master,217
BRWM-00217,BOT-BR-0079,matched_source_id,BOT-BR-0079:Camu-camu,Camu-camu,Camu-camu,Tree,,,Brazil,Equatorial humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,floodplain;humid systems,Cultivated orchard,Brazil_Working_Master,218
BRWM-00218,BOT-BR-0080,matched_source_id,BOT-BR-0080:Capim-santo,Capim-santo,Capim-santo,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Brazil_Working_Master,219
BRWM-00219,BOT-BR-0080,matched_source_id,BOT-BR-0080:Capim-santo,Capim-santo,Capim-santo,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Brazil_Working_Master,220
BRWM-00220,BOT-BR-0080,matched_source_id,BOT-BR-0080:Capim-santo,Capim-santo,Capim-santo,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Brazil_Working_Master,221
BRWM-00221,BOT-BR-0080,matched_source_id,BOT-BR-0080:Capim-santo,Capim-santo,Capim-santo,Herb,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed herbs,full sun;well-drained,Cultivated herb bed,Brazil_Working_Master,222
BRWM-00222,BOT-BR-0081,matched_source_id,BOT-BR-0081:Carqueja,Carqueja,Carqueja,Subshrub,,,Brazil,Subtropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,full sun;well-drained,Managed medicinal crop,Brazil_Working_Master,223
BRWM-00223,BOT-BR-0081,matched_source_id,BOT-BR-0081:Carqueja,Carqueja,Carqueja,Subshrub,,,Brazil,Subtropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,full sun;well-drained,Managed medicinal crop,Brazil_Working_Master,224
BRWM-00224,BOT-BR-0082,matched_source_id,BOT-BR-0082:Catuaba,Catuaba,Catuaba,Tree,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,forest understory / managed shade,Managed medicinal crop,Brazil_Working_Master,225
BRWM-00225,BOT-BR-0082,matched_source_id,BOT-BR-0082:Catuaba,Catuaba,Catuaba,Tree,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,forest understory / managed shade,Managed medicinal crop,Brazil_Working_Master,226
BRWM-00226,BOT-BR-0083,matched_source_id,BOT-BR-0083:Cereja-do-rio-grande,Cereja-do-rio-grande,Cereja-do-rio-grande,Tree,,,Brazil,Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,mild subtropical orchard,Cultivated orchard,Brazil_Working_Master,227
BRWM-00227,BOT-BR-0083,matched_source_id,BOT-BR-0083:Cereja-do-rio-grande,Cereja-do-rio-grande,Cereja-do-rio-grande,Tree,,,Brazil,Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,mild subtropical orchard,Cultivated orchard,Brazil_Working_Master,228
BRWM-00228,BOT-BR-0084,matched_source_id,BOT-BR-0084:Copaíba,Copaíba,Copaíba,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Brazil_Working_Master,229
BRWM-00229,BOT-BR-0084,matched_source_id,BOT-BR-0084:Copaíba,Copaíba,Copaíba,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Brazil_Working_Master,230
BRWM-00230,BOT-BR-0084,matched_source_id,BOT-BR-0084:Copaíba,Copaíba,Copaíba,Tree,,,Brazil,Tropical seasonal;Tropical humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Agroforestry / extractive systems,well-drained forests;cerrado woodlands,Agroforestry / extractive,Brazil_Working_Master,231
BRWM-00231,BOT-BR-0085,matched_source_id,BOT-BR-0085:Cumaru,Cumaru,Cumaru,Tree,,,Brazil,Equatorial humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid tropical forest,Managed medicinal crop,Brazil_Working_Master,232
BRWM-00232,BOT-BR-0086,matched_source_id,BOT-BR-0086:Cupuaçu,Cupuaçu,Cupuaçu,Tree,,,Brazil,Equatorial humid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid lowland;agroforestry,Cultivated orchard,Brazil_Working_Master,233
BRWM-00233,BOT-BR-0086,matched_source_id,BOT-BR-0086:Cupuaçu,Cupuaçu,Cupuaçu,Tree,,,Brazil,Equatorial humid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid lowland;agroforestry,Cultivated orchard,Brazil_Working_Master,234
BRWM-00234,BOT-BR-0087,matched_source_id,BOT-BR-0087:Erva-baleeira,Erva-baleeira,Erva-baleeira,Shrub,,,Brazil,Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,coastal shrubland;full sun,Managed medicinal crop,Brazil_Working_Master,235
BRWM-00235,BOT-BR-0087,matched_source_id,BOT-BR-0087:Erva-baleeira,Erva-baleeira,Erva-baleeira,Shrub,,,Brazil,Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,coastal shrubland;full sun,Managed medicinal crop,Brazil_Working_Master,236
BRWM-00236,BOT-BR-0088,matched_source_id,BOT-BR-0088:Erva-mate,Erva-mate,Erva-mate,Tree,,,Brazil,Subtropical humid,,Native to Brazil,,,Acidic;well-drained;organic matter,,,Subtropical humid;managed shade or sun,,,,,,,Forest edge;managed plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,mild humid;well-drained,Wild / managed native,Brazil_Working_Master,237
BRWM-00237,BOT-BR-0089,matched_source_id,BOT-BR-0089:Espinheira-santa,Espinheira-santa,Espinheira-santa,Shrub,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,well-drained;managed hedgerow,Managed medicinal crop,Brazil_Working_Master,238
BRWM-00238,BOT-BR-0089,matched_source_id,BOT-BR-0089:Espinheira-santa,Espinheira-santa,Espinheira-santa,Shrub,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained;managed hedgerow,Managed medicinal crop,Brazil_Working_Master,239
BRWM-00239,BOT-BR-0090,matched_source_id,BOT-BR-0090:Goiaba,Goiaba,Goiaba,Tree,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Brazil_Working_Master,240
BRWM-00240,BOT-BR-0090,matched_source_id,BOT-BR-0090:Goiaba,Goiaba,Goiaba,Tree,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Brazil_Working_Master,241
BRWM-00241,BOT-BR-0090,matched_source_id,BOT-BR-0090:Goiaba,Goiaba,Goiaba,Tree,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Brazil_Working_Master,242
BRWM-00242,BOT-BR-0090,matched_source_id,BOT-BR-0090:Goiaba,Goiaba,Goiaba,Tree,,,Brazil,Managed tropical / subtropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,full sun;orchard management,Cultivated orchard,Brazil_Working_Master,243
BRWM-00243,BOT-BR-0091,matched_source_id,BOT-BR-0091:Goiaba — Kumagai,Goiaba — Kumagai,Goiaba — Kumagai,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,244
BRWM-00244,BOT-BR-0091,matched_source_id,BOT-BR-0091:Goiaba — Kumagai,Goiaba — Kumagai,Goiaba — Kumagai,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,245
BRWM-00245,BOT-BR-0091,matched_source_id,BOT-BR-0091:Goiaba — Kumagai,Goiaba — Kumagai,Goiaba — Kumagai,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,246
BRWM-00246,BOT-BR-0091,matched_source_id,BOT-BR-0091:Goiaba — Kumagai,Goiaba — Kumagai,Goiaba — Kumagai,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,247
BRWM-00247,BOT-BR-0092,matched_source_id,BOT-BR-0092:Goiaba — Ogawa,Goiaba — Ogawa,Goiaba — Ogawa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,248
BRWM-00248,BOT-BR-0092,matched_source_id,BOT-BR-0092:Goiaba — Ogawa,Goiaba — Ogawa,Goiaba — Ogawa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,249
BRWM-00249,BOT-BR-0092,matched_source_id,BOT-BR-0092:Goiaba — Ogawa,Goiaba — Ogawa,Goiaba — Ogawa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,250
BRWM-00250,BOT-BR-0092,matched_source_id,BOT-BR-0092:Goiaba — Ogawa,Goiaba — Ogawa,Goiaba — Ogawa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,251
BRWM-00251,BOT-BR-0093,matched_source_id,BOT-BR-0093:Goiaba — Paluma,Goiaba — Paluma,Goiaba — Paluma,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,252
BRWM-00252,BOT-BR-0093,matched_source_id,BOT-BR-0093:Goiaba — Paluma,Goiaba — Paluma,Goiaba — Paluma,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,253
