botanical_entry_id,common_name_pt,common_name_en,botanical_name,scientific_name,variety_cultivar,alternative_names,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,plant_type,perennial_main_group,sweep_bucket,scarcity_class,conservation_relevance,heritage_flag,medicinal_flag,ecological_value_flag,perennial_rating,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_height_m,mature_spread_m_min,mature_spread_m_max,mature_spread_m,size_class,root_volume_class,container_suitable,pruning_response,dwarf_flag,grafted_flag,self_fertile_flag,pollination_requirement,pollinator_type,pollination_notes,plant_lifespan_years,productive_lifespan_years,replacement_cycle_years,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,propagation_difficulty,propagation_success_rate,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-BR-0709,coco-das-pedras,,Syagrus duartei,syagrus duartei,,coco-da-serra,coco-das-pedras,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado. Vegetation: Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01309",,,,,,,,,,Terrícola,"Cerrado; Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos","Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos",palm,Palm,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,9,9,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,35,medium,low_to_medium,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20duartei,https://powo.science.kew.org/results?q=syagrus%20duartei,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,26581
BOT-BR-0710,coco-de-pedra,,Syagrus glaucescens,syagrus glaucescens,,palmeirinha azul,coco-de-pedra,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado. Vegetation: Campo de Altitude, Campo Rupestre, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: VU. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: montane/cloud-edge fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00086",,,,,,,,,,Terrícola,"Cerrado; Campo de Altitude, Campo Rupestre, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos","Campo de Altitude, Campo Rupestre, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos",palm,Palm,ecological_conservation_relevant,elevated_concern,CNCFlora_overlay_VU,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,9,9,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,35,medium,low_to_medium,FALSE,CNCFlora_overlay_VU,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20glaucescens,https://powo.science.kew.org/results?q=syagrus%20glaucescens,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,26582
BOT-BR-0711,acuma rasteiro,,Syagrus graminifolia,syagrus graminifolia,,coquinho-de-cerrado,acuma rasteiro,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado. Vegetation: Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01310",,,,,,,,,,Terrícola,"Cerrado; Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos","Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos",palm,Palm,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,9,9,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,35,medium,low_to_medium,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20graminifolia,https://powo.science.kew.org/results?q=syagrus%20graminifolia,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,15738
BOT-BR-0712,baba-de-boi-grande,,Syagrus macrocarpa,syagrus macrocarpa,,maria-rosa,baba-de-boi-grande,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial). CNCFlora overlay category: EN. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00087",,,,,,,,,,Terrícola,"Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)","Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",palm,Palm,ecological_conservation_relevant,high_concern,CNCFlora_overlay_EN,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_EN,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20macrocarpa,https://powo.science.kew.org/results?q=syagrus%20macrocarpa,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,34081
BOT-BR-0713,palmeirinha-da-serra,,Syagrus mendanhensis,syagrus mendanhensis,,,palmeirinha-da-serra,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado. Vegetation: Campo Rupestre, Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: CR. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00088",,,,,,,,,,Terrícola,"Cerrado; Campo Rupestre, Vegetação Sobre Afloramentos Rochosos","Campo Rupestre, Vegetação Sobre Afloramentos Rochosos",palm,Palm,ecological_conservation_relevant,high_concern,CNCFlora_overlay_CR,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,9,9,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,5,35,medium,low_to_medium,FALSE,CNCFlora_overlay_CR,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20mendanhensis,https://powo.science.kew.org/results?q=syagrus%20mendanhensis,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,44824
BOT-BR-0714,guariroba,,Syagrus oleracea,syagrus oleracea,,gueiroba,guariroba,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Caatinga, Cerrado. Vegetation: Área Antrópica, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01311",,,,,,,,,,Terrícola,"Caatinga, Cerrado; Área Antrópica, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos","Área Antrópica, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos",palm,Palm,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,9,9,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,structural;xeric_support,,,low_native,FALSE,8,40,high,low,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20oleracea,https://powo.science.kew.org/results?q=syagrus%20oleracea,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,15742
BOT-BR-0715,coco-de-quaresma,,Syagrus picrophylla,syagrus picrophylla,,coco-de-quarta,coco-de-quaresma,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: VU. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00089",,,,,,,,,,Terrícola,"Mata Atlântica; Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos","Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos",palm,Palm,ecological_conservation_relevant,elevated_concern,CNCFlora_overlay_VU,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_VU,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20picrophylla,https://powo.science.kew.org/results?q=syagrus%20picrophylla,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,34082
BOT-BR-0716,coco-amargoso,,Syagrus pseudococos,syagrus pseudococos,,peririma,coco-amargoso,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01312",,,,,,,,,,Terrícola,"Mata Atlântica; Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos","Floresta Ombrófila (= Floresta Pluvial), Vegetação Sobre Afloramentos Rochosos",palm,Palm,heritage_scarce_regionally_preserved,endemic_or_localized,CNCFlora_overlay_LC,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,TRUE,CNCFlora_overlay_LC,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20pseudococos,https://powo.science.kew.org/results?q=syagrus%20pseudococos,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,34083
BOT-BR-0717,coco-da-pedra,,Syagrus ruschiana,syagrus ruschiana,,,coco-da-pedra,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: VU. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00090",,,,,,,,,,Rupícola; Terrícola,Mata Atlântica; Vegetação Sobre Afloramentos Rochosos,Vegetação Sobre Afloramentos Rochosos,palm,Palm,ecological_conservation_relevant,elevated_concern,CNCFlora_overlay_VU,FALSE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_VU,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20ruschiana,https://powo.science.kew.org/results?q=syagrus%20ruschiana,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,34084
BOT-BR-0718,aricuri,,Syagrus schizophylla,syagrus schizophylla,,aricuriroba,aricuri,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Restinga. CNCFlora overlay category: NT. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00091",,,,,,,,,,Terrícola,Mata Atlântica; Restinga,Restinga,palm,Palm,ecological_conservation_relevant,watchlist_or_data_deficient,CNCFlora_overlay_NT,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,FALSE,CNCFlora_overlay_NT,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=syagrus%20schizophylla,https://powo.science.kew.org/results?q=syagrus%20schizophylla,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,15746
BOT-BR-0719,congonha,,Symplocos corymboclados,symplocos corymboclados,,,congonha,2,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Campo de Altitude, Floresta Ombrófila (= Floresta Pluvial). CNCFlora overlay category: EN. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; montane/cloud-edge fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00732",,,,,,,,,,Terrícola,"Mata Atlântica; Campo de Altitude, Floresta Ombrófila (= Floresta Pluvial)","Campo de Altitude, Floresta Ombrófila (= Floresta Pluvial)",tree_shrub,Tree/Shrub,ecological_conservation_relevant,high_concern,CNCFlora_overlay_EN,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,-2,34,medium,medium_high,FALSE,CNCFlora_overlay_EN,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=symplocos%20corymboclados,https://powo.science.kew.org/results?q=symplocos%20corymboclados,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,14901
BOT-BR-0720,canela-conserva,,Symplocos estrellensis,symplocos estrellensis,,catatu; congonha; congonha-de-folha-grande; mandioqueira; orelha-de-onça,canela-conserva,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Área Antrópica, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00986",,,,,,,,,,Terrícola,"Mata Atlântica; Área Antrópica, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista","Área Antrópica, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; RJ_restoration_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,-2,34,medium,medium_high,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=symplocos%20estrellensis,https://powo.science.kew.org/results?q=symplocos%20estrellensis,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,111277
BOT-BR-0721,canela,,Symplocos falcata,symplocos falcata,,congonha; congonha-da-mata,canela,3,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; montane/cloud-edge fit; seasonal-forest transition fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01016",,,,,,,,,,Terrícola,"Mata Atlântica; Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista","Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,CNCFlora_overlay_LC,TRUE,,TRUE,5,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,TRUE,CNCFlora_overlay_LC,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=symplocos%20falcata,https://powo.science.kew.org/results?q=symplocos%20falcata,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,14902
BOT-BR-0722,bracunhá,,Symplocos glandulosomarginata,symplocos glandulosomarginata,,falsa-caneta; maria-mole,bracunha,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; montane/cloud-edge fit; seasonal-forest transition fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01017",,,,,,,,,,Terrícola,"Mata Atlântica; Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista","Área Antrópica, Campo de Altitude, Floresta Ciliar ou Galeria, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,structural,,,low_native,FALSE,-2,34,medium,medium_high,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=symplocos%20glandulosomarginata,https://powo.science.kew.org/results?q=symplocos%20glandulosomarginata,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,14903
