symbiosis_profile_id,botanical_entry_id,symbiosis_type,symbiotic_partner_type,symbiotic_partner_botanical_id,mycorrhizal_association_type,nitrogen_fixing_flag,host_dependency_flag,nurse_plant_flag,rhizosphere_benefit_notes,symbiosis_strength,symbiosis_confidence,symbiotic_role_tags,notes,source_table,source_row
SYM-BOT-BR-0431,BOT-BR-0431,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16814
SYM-BOT-BR-0432,BOT-BR-0432,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,786
SYM-BOT-BR-0433,BOT-BR-0433,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,84110
SYM-BOT-BR-0434,BOT-BR-0434,epiphytic_host_association,host_tree_phorophyte,,host_surface_microbiome_review,FALSE,TRUE,TRUE,Epiphytic or hemiepiphytic habit indicates dependency on host-tree structure and canopy microclimate.,derived_candidate,builder_inference_from_growth_form_and_substrate,epiphyte; host_tree_network; canopy_microclimate,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,1549
SYM-BOT-BR-0435,BOT-BR-0435,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5334
SYM-BOT-BR-0436,BOT-BR-0436,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,282018
SYM-BOT-BR-0437,BOT-BR-0437,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,83214
SYM-BOT-BR-0438,BOT-BR-0438,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,83216
SYM-BOT-BR-0439,BOT-BR-0439,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,100934
SYM-BOT-BR-0440,BOT-BR-0440,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,18665
SYM-BOT-BR-0441,BOT-BR-0441,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,100939
SYM-BOT-BR-0442,BOT-BR-0442,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,82049
SYM-BOT-BR-0443,BOT-BR-0443,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7025
SYM-BOT-BR-0444,BOT-BR-0444,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7027
SYM-BOT-BR-0445,BOT-BR-0445,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16991
SYM-BOT-BR-0446,BOT-BR-0446,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16996
SYM-BOT-BR-0447,BOT-BR-0447,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,28398
SYM-BOT-BR-0448,BOT-BR-0448,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,82062
SYM-BOT-BR-0449,BOT-BR-0449,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7050
SYM-BOT-BR-0450,BOT-BR-0450,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17004
SYM-BOT-BR-0451,BOT-BR-0451,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,126002
SYM-BOT-BR-0452,BOT-BR-0452,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,7069
SYM-BOT-BR-0453,BOT-BR-0453,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,26071
SYM-BOT-BR-0454,BOT-BR-0454,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,24476
SYM-BOT-BR-0455,BOT-BR-0455,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,114113
SYM-BOT-BR-0456,BOT-BR-0456,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,114141
SYM-BOT-BR-0457,BOT-BR-0457,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,22713
SYM-BOT-BR-0458,BOT-BR-0458,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,22581
SYM-BOT-BR-0459,BOT-BR-0459,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6878
SYM-BOT-BR-0460,BOT-BR-0460,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,8783
SYM-BOT-BR-0461,BOT-BR-0461,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,125173
SYM-BOT-BR-0462,BOT-BR-0462,wetland_rhizosphere_association_candidate,wetland_microbiome,,wetland_microbiome_review,FALSE,FALSE,FALSE,Hydric site candidate for wetland rhizosphere support; verify taxon-specific microbial associations.,derived_candidate,builder_inference_from_growth_form_and_substrate,wetland_rhizosphere; hydric_site,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6912
SYM-BOT-BR-0463,BOT-BR-0463,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,9542
SYM-BOT-BR-0464,BOT-BR-0464,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,9598
SYM-BOT-BR-0465,BOT-BR-0465,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17344
SYM-BOT-BR-0466,BOT-BR-0466,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,17909
SYM-BOT-BR-0467,BOT-BR-0467,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101101
SYM-BOT-BR-0468,BOT-BR-0468,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,8034
SYM-BOT-BR-0469,BOT-BR-0469,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,282022
SYM-BOT-BR-0470,BOT-BR-0470,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,6635
SYM-BOT-BR-0471,BOT-BR-0471,host_dependency_association,host_plant,,,FALSE,TRUE,FALSE,Parasitic or hemiparasitic substrate indicates host dependency; verify host range before deployment.,derived_candidate,builder_inference_from_growth_form_and_substrate,host_dependency; ecological_specialist,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5553
SYM-BOT-BR-0472,BOT-BR-0472,host_dependency_association,host_plant,,,FALSE,TRUE,FALSE,Parasitic or hemiparasitic substrate indicates host dependency; verify host range before deployment.,derived_candidate,builder_inference_from_growth_form_and_substrate,host_dependency; ecological_specialist,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,16459
SYM-BOT-BR-0473,BOT-BR-0473,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,105261
SYM-BOT-BR-0474,BOT-BR-0474,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101124
SYM-BOT-BR-0475,BOT-BR-0475,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101125
SYM-BOT-BR-0476,BOT-BR-0476,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,44540
SYM-BOT-BR-0477,BOT-BR-0477,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,29758
SYM-BOT-BR-0478,BOT-BR-0478,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101136
SYM-BOT-BR-0479,BOT-BR-0479,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101137
SYM-BOT-BR-0480,BOT-BR-0480,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,29765
SYM-BOT-BR-0481,BOT-BR-0481,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,126210
SYM-BOT-BR-0482,BOT-BR-0482,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101142
SYM-BOT-BR-0483,BOT-BR-0483,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,18729
SYM-BOT-BR-0484,BOT-BR-0484,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101149
SYM-BOT-BR-0485,BOT-BR-0485,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,18735
SYM-BOT-BR-0486,BOT-BR-0486,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,101151
SYM-BOT-BR-0487,BOT-BR-0487,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,83329
SYM-BOT-BR-0488,BOT-BR-0488,nitrogen_fixation_candidate,rhizobial_bacteria,,,TRUE,,,Fabaceae family-level inclusion suggests potential rhizobial symbiosis; verify taxon-specific fixation before deployment.,family_level_probable,family_level_inference,nitrogen_input; soil_support,Added conservatively at family level only. Ubatuba/Green Coast focus retained.,angiospermsdatabase.xlsx,83352
SYM-BOT-BR-0489,BOT-BR-0489,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,39445
SYM-BOT-BR-0490,BOT-BR-0490,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,24786
SYM-BOT-BR-0491,BOT-BR-0491,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,20908
SYM-BOT-BR-0492,BOT-BR-0492,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,32720
SYM-BOT-BR-0493,BOT-BR-0493,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,20909
SYM-BOT-BR-0494,BOT-BR-0494,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,103420
SYM-BOT-BR-0495,BOT-BR-0495,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,28467
