botanical_entry_id,common_name_pt,common_name_en,scientific_name,variety_cultivar,alternative_names,plant_type,heritage_flag,medicinal_flag,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_spread_m_min,mature_spread_m_max,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,source_table,source_row
BOT-BR-0081,Carqueja,carqueja,Baccharis trimera,,,Subshrub,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado|South_Subtropical; biome_basis=atlantic_forest|cerrado|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,0.6,3,0.6,2.5,high,Brazil_Workbooks_FNP,0.909,10,medicinal,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Baccharis%20trimera,https://powo.science.kew.org/results?q=Baccharis%20trimera,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/carqueja,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,82
BOT-BR-0082,Catuaba,,Trichilia catigua,,,Tree,,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,83
BOT-BR-0083,Cereja-do-rio-grande,Rio Grande cherry,Eugenia involucrata,,,Tree,TRUE,FALSE,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Eugenia%20involucrata,https://powo.science.kew.org/results?q=Eugenia%20involucrata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/cereja-do-rio-grande,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,84
BOT-BR-0084,Copaíba,copaiba,Copaifera langsdorffii,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Cerrado; biome_basis=amazon|atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Copaifera%20langsdorffii,https://powo.science.kew.org/results?q=Copaifera%20langsdorffii,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/copa%C3%ADba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,85
BOT-BR-0085,Cumaru,,Dipteryx odorata,,,Tree,,,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,fruit_producer;medicinal;structural,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,86
BOT-BR-0086,Cupuaçu,cupuassu,Theobroma grandiflorum,,,Tree,TRUE,FALSE,biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,3,8,3,6,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,21.0,32.0,low to medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Theobroma%20grandiflorum,https://powo.science.kew.org/results?q=Theobroma%20grandiflorum,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/cupua%C3%A7u,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,87
BOT-BR-0087,Erva-baleeira,,Varronia curassavica,,,Shrub,,,biome_tags=Atlantic_Forest|Coastal_Restinga; biome_basis=atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,88
BOT-BR-0088,Erva-mate,yerba mate,Ilex paraguariensis,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,3,10,3,8,high,Brazil_Workbooks_FNP,0.909,10,medicinal;structural,low,FALSE,8.0,30.0,medium,medium,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ilex%20paraguariensis,https://powo.science.kew.org/results?q=Ilex%20paraguariensis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/erva-mate,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,89
BOT-BR-0089,Espinheira-santa,espinheira-santa,Maytenus ilicifolia,,,Shrub,TRUE,TRUE,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,0.6,3,0.6,2.5,high,Brazil_Workbooks_FNP,0.909,10,medicinal,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Maytenus%20ilicifolia,https://powo.science.kew.org/results?q=Maytenus%20ilicifolia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/espinheira-santa,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,90
BOT-BR-0090,Goiaba,guava,Psidium guajava,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,91
BOT-BR-0091,Goiaba — Kumagai,guava,Psidium guajava,Kumagai,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,92
BOT-BR-0092,Goiaba — Ogawa,guava,Psidium guajava,Ogawa,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,93
BOT-BR-0093,Goiaba — Paluma,guava,Psidium guajava,Paluma,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,94
BOT-BR-0094,Goiaba — Pedro Sato,guava,Psidium guajava,Pedro Sato,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,95
BOT-BR-0095,Goiaba — Rica,guava,Psidium guajava,Rica,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,96
BOT-BR-0096,Goiaba — Sassaoka,guava,Psidium guajava,Sassaoka,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,97
BOT-BR-0097,Goiaba — Século XXI,guava,Psidium guajava,Século XXI,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,98
BOT-BR-0098,Goiaba — Tailandesa,guava,Psidium guajava,Tailandesa,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Psidium%20guajava,https://powo.science.kew.org/results?q=Psidium%20guajava,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,99
BOT-BR-0099,Goiaba-serrana / Feijoa,feijoa,Acca sellowiana,,,Tree,TRUE,FALSE,biome_tags=Atlantic_Forest|Highland|South_Subtropical; biome_basis=atlantic_forest|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Acca%20sellowiana,https://powo.science.kew.org/results?q=Acca%20sellowiana,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/goiaba-serrana,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,100
BOT-BR-0100,Grumixama,grumichama,Eugenia brasiliensis,,,Tree,TRUE,FALSE,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Eugenia%20brasiliensis,https://powo.science.kew.org/results?q=Eugenia%20brasiliensis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/grumixama,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,101
BOT-BR-0101,Guabiroba,guabiroba,Campomanesia xanthocarpa,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado|Highland|South_Subtropical; biome_basis=atlantic_forest|cerrado|highland|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Campomanesia%20xanthocarpa,https://powo.science.kew.org/results?q=Campomanesia%20xanthocarpa,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/guabiroba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,102
BOT-BR-0102,Guaco,guaco,Mikania glomerata,,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,0.909,10,medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Mikania%20glomerata,https://powo.science.kew.org/results?q=Mikania%20glomerata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/guaco,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,103
BOT-BR-0103,Guaco-do-mato,,Mikania laevigata,,,Vine,,,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal;climber,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,104
BOT-BR-0104,Guaraná,guarana,Paullinia cupana,,,Vine / shrub,TRUE,TRUE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,TRUE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Paullinia%20cupana,https://powo.science.kew.org/results?q=Paullinia%20cupana,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/guaran%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,105
BOT-BR-0105,Guaraná — BRS Amazonas,guarana,Paullinia cupana,BRS Amazonas,,Shrub / vine,TRUE,TRUE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,TRUE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Paullinia%20cupana,https://powo.science.kew.org/results?q=Paullinia%20cupana,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/guaran%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,106
BOT-BR-0106,Guaraná — BRS Maués,guarana,Paullinia cupana,BRS Maués,,Shrub / vine,TRUE,TRUE,biome_tags=Amazon; biome_basis=amazon; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,1.5,5,1.5,4,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;structural,low,FALSE,18.0,34.0,medium,low,TRUE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Paullinia%20cupana,https://powo.science.kew.org/results?q=Paullinia%20cupana,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/guaran%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,107
BOT-BR-0107,Ipê-roxo,pink trumpet tree,Handroanthus impetiginosus,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Caatinga|Cerrado; biome_basis=amazon|atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Handroanthus%20impetiginosus,https://powo.science.kew.org/results?q=Handroanthus%20impetiginosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/ip%C3%AA-roxo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,108
BOT-BR-0108,Jaborandi,,Pilocarpus microphyllus,,,Shrub,,,biome_tags=Amazon|Cerrado; biome_basis=amazon|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal,,,,,,,,Flagged,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10255741/,https://floradobrasil.jbrj.gov.br/consulta/,https://pmc.ncbi.nlm.nih.gov/articles/PMC10255741/,,,Botanicals_Master,109
BOT-BR-0109,Jabuticaba,jabuticaba,Plinia cauliflora,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Plinia%20cauliflora,https://powo.science.kew.org/results?q=Plinia%20cauliflora,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/jabuticaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,110
BOT-BR-0110,Jambu,,Acmella oleracea,,,Herb,,,biome_tags=Amazon|Coastal_Restinga; biome_basis=amazon|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=master_zone_only,,,,,unresolved,Brazil_Workbooks_FNP,0.545,6,medicinal,,,,,,,,Not reviewed,,https://floradobrasil.jbrj.gov.br/consulta/,https://floradobrasil.jbrj.gov.br/consulta/,https://cncflora.jbrj.gov.br/,,,Botanicals_Master,111
BOT-BR-0111,Jatobá,jatoba,Hymenaea courbaril,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Caatinga|Cerrado; biome_basis=amazon|atlantic_forest|caatinga|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Hymenaea%20courbaril,https://powo.science.kew.org/results?q=Hymenaea%20courbaril,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/jatob%C3%A1,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,112
BOT-BR-0112,Jenipapo,genipap,Genipa americana,,,Tree,TRUE,TRUE,biome_tags=Amazon|Atlantic_Forest|Cerrado|Coastal_Restinga; biome_basis=amazon|atlantic_forest|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Genipa%20americana,https://powo.science.kew.org/results?q=Genipa%20americana,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/jenipapo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,113
BOT-BR-0113,Juçara,juçara palm,Euterpe edulis,,,Palm,TRUE,FALSE,biome_tags=Atlantic_Forest|South_Subtropical; biome_basis=atlantic_forest|south_subtropical; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Euterpe%20edulis,https://powo.science.kew.org/results?q=Euterpe%20edulis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/ju%C3%A7ara,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,114
BOT-BR-0114,Licuri,licuri palm,Syagrus coronata,,,Palm,TRUE,FALSE,biome_tags=Caatinga; biome_basis=caatinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,6,18,3,7,medium,Brazil_Workbooks_FNP,0.909,10,fruit_producer;structural,low,FALSE,18.0,34.0,medium,low,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Syagrus%20coronata,https://powo.science.kew.org/results?q=Syagrus%20coronata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/licuri,4,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,115
BOT-BR-0115,Mangaba,mangaba,Hancornia speciosa,,,Tree,TRUE,TRUE,biome_tags=Atlantic_Forest|Caatinga|Cerrado|Coastal_Restinga; biome_basis=atlantic_forest|caatinga|cerrado|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,4,12,3,8,high,Brazil_Workbooks_FNP,0.909,10,fruit_producer;medicinal;structural,low (native),FALSE,18.0,34.0,medium,low,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Hancornia%20speciosa,https://powo.science.kew.org/results?q=Hancornia%20speciosa,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/mangaba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,116
BOT-BR-0116,Maracujá — BRS Gigante Amarelo,passion fruit,Passiflora edulis,BRS Gigante Amarelo,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20edulis,https://powo.science.kew.org/results?q=Passiflora%20edulis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-azedo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,117
BOT-BR-0117,Maracujá — BRS Mel do Cerrado,sweet passion fruit,Passiflora alata,BRS Mel do Cerrado,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20alata,https://powo.science.kew.org/results?q=Passiflora%20alata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-doce,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,118
BOT-BR-0118,Maracujá — BRS Rubi do Cerrado,passion fruit,Passiflora edulis,BRS Rubi do Cerrado,,Vine,TRUE,TRUE,biome_tags=Atlantic_Forest|Cerrado; biome_basis=atlantic_forest|cerrado; normalization_pass=Brazil_FNP_2026-04-05; identity_source=identity_match,2,8,1,3,high,Brazil_Workbooks_FNP,1.0,11,fruit_producer;medicinal;climber,low (native),FALSE,18.0,32.0,low to medium,low to medium,FALSE,no,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Passiflora%20edulis,https://powo.science.kew.org/results?q=Passiflora%20edulis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/maracuj%C3%A1-azedo,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,Botanicals_Master,119
